MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB,source_file
A17690-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7180 DC1 9x9 IN,,,9 mm,9 mm,8616.08,mouser_tim_data.csv
2186904,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conformable, Ultra-Low Modulus, TGP3500ULM/3500ULM",,,,,5653.05,mouser_tim_data.csv
GP2200SF-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.100"" Thickness, GAP PAD TGP2200SF/2200SF",,,,,5082.68,mouser_tim_data.csv
A15995-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 790,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,27800.18,mouser_tim_data.csv
A15995-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7110,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,32762.28,mouser_tim_data.csv
A16006-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7200 18.00x18.00in,",,,18.00 mm,18.00 mm,52165.1,mouser_tim_data.csv
A16006-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7160 18.00x18.00in,",,,18.00 mm,18.00 mm,42965.65,mouser_tim_data.csv
A16006-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7190 18.00x18.00in,",,,18.00 mm,18.00 mm,49874.18,mouser_tim_data.csv
A17156-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD380 18x18in, 0.08in thickness",,,18 mm,18 mm,4843.8,mouser_tim_data.csv
A10264-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 225, A0, PC 8"" x 8""",,,,,11700.98,mouser_tim_data.csv
A17157-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3120,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,7784.4,mouser_tim_data.csv
A17157-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3180,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,11694.8,mouser_tim_data.csv
A17157-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3100,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,6791.2,mouser_tim_data.csv
A17156-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3100 18.00x18.00in,,,18.00 mm,18.00 mm,6184.1,mouser_tim_data.csv
A10092-122,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 210FG,AO,PC",,,,,6240.33,mouser_tim_data.csv
EAPUS SARCON XR-Hl 12X14X3.0MM,ADLINK Technology,Thermal Interface Products,"Thermal Interface Products Pad,Type=XR-HL,Size=12x14x3.0mm,K=1.2W/mK,Color=Black",1.2 W/m-K,3.0 mm,12 mm,14 mm,92.5,mouser_tim_data.csv
A17157-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3160,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,10416.58,mouser_tim_data.csv
A17156-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3160 18.00x18.00in,,,18.00 mm,18.00 mm,9167.28,mouser_tim_data.csv
A17157-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3200,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,12816.05,mouser_tim_data.csv
2191445,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Conductive Material for Filling Air Gaps, GAP PAD TGP 1000VOUS/VO Ultra Soft",,,,,3526.58,mouser_tim_data.csv
A15995-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7180,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,49819.9,mouser_tim_data.csv
A16006-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7140 18.00x18.00in,",,,18.00 mm,18.00 mm,38320.1,mouser_tim_data.csv
A15995-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 750,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,17698.2,mouser_tim_data.csv
A15995-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7170,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,47406.45,mouser_tim_data.csv
A15995-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7140,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,43759.95,mouser_tim_data.csv
A16006-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7150 18.00x18.00in,",,,18.00 mm,18.00 mm,40645.8,mouser_tim_data.csv
A15995-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 720,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,10265.78,mouser_tim_data.csv
A15995-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 780,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,27008.8,mouser_tim_data.csv
A15996-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 720,DC1 9.000x9.000IN,",,,9.000 mm,9.000 mm,2545.4,mouser_tim_data.csv
A17536-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7200 18x18,,,18 mm,18 mm,35621.63,mouser_tim_data.csv
A17689-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7150 DC1 18x18,,,18 mm,18 mm,26278.53,mouser_tim_data.csv
A17689-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7130 DC1 18x18 IN,,,18 mm,18 mm,23161.45,mouser_tim_data.csv
A17752-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD91750 9x9,,,9 mm,9 mm,7566.98,mouser_tim_data.csv
A17751-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD94250 18x18,,,18 mm,18 mm,60054.15,mouser_tim_data.csv
A17536-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7150 18x18 in,,,18 mm,18 mm,24316.83,mouser_tim_data.csv
A17751-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD92750 18x18,,,18 mm,18 mm,40593.15,mouser_tim_data.csv
A17536-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7160 18x18 in,,,18 mm,18 mm,25356.5,mouser_tim_data.csv
A14950-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5130,DC1 9x9in,",,,9 mm,9 mm,4018.3,mouser_tim_data.csv
A15996-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7170,DC1 9.000x9.000IN,",,,9.000 mm,9.000 mm,13300.95,mouser_tim_data.csv
A17752-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD93750 9x9,,,9 mm,9 mm,14384.18,mouser_tim_data.csv
A17536-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7140 18x18,,,18 mm,18 mm,22521.2,mouser_tim_data.csv
A17689-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7140 DC1 18x18 IN,,,18 mm,18 mm,24722.1,mouser_tim_data.csv
A17689-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7190 DC1 18x18 IN,,,18 mm,18 mm,37428.3,mouser_tim_data.csv
A15996-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7150,DC1 9.000x9.000IN,",,,9.000 mm,9.000 mm,11685.7,mouser_tim_data.csv
A17156-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD360 18.00x18.00in,,,18.00 mm,18.00 mm,4265.63,mouser_tim_data.csv
SP400-0.007-AC-12/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 1 Side Adhesive, 12""x250' Roll, Sil-Pad TSP900/400",,,,,77798.83,mouser_tim_data.csv
2196599,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 5.24x3.9"" TGP1000VOUS/VO Ultra Soft",,,5.24 mm,3.9 mm,430.3,mouser_tim_data.csv
A15996-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7190,DC1 9.000x9.000IN,",,,9.000 mm,9.000 mm,14652.3,mouser_tim_data.csv
A15996-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 790,DC1 9.000x9.000IN,",,,9.000 mm,9.000 mm,7517.58,mouser_tim_data.csv
A17536-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7130 18x18 in,,,18 mm,18 mm,21433.75,mouser_tim_data.csv
A14562-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 580 18x18"" 2.8W/mK gap filler",2.8 W/m-K,,18 mm,18 mm,10089.95,mouser_tim_data.csv
A14425-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6170 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,8084.05,mouser_tim_data.csv
A14570-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5160 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,4794.73,mouser_tim_data.csv
A10109-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2170,A1 8"" x 8""",,,,,14443.65,mouser_tim_data.csv
A10099-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 270 A1 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,21049.6,mouser_tim_data.csv
A14950-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5200 DC1 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,5967.98,mouser_tim_data.csv
A14421-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6130 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,6612.13,mouser_tim_data.csv
A17157-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3140,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,8910.2,mouser_tim_data.csv
A17156-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3200 18.00x18.00in,,,18.00 mm,18.00 mm,11673.03,mouser_tim_data.csv
A17157-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD380,DC1 18.00x18.00in",,,18.00 mm,18.00 mm,5299.45,mouser_tim_data.csv
A17156-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3180 18.00x18.00in,,,18.00 mm,18.00 mm,11028.88,mouser_tim_data.csv
A14574-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5200 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,5910.78,mouser_tim_data.csv
A14419-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6110 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,5113.88,mouser_tim_data.csv
A10097-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 250,A1 16"" x 16""",,,,,17202.9,mouser_tim_data.csv
A10108-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2160 A0 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,13022.75,mouser_tim_data.csv
A18443-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,4.25",,,18 mm,18 mm,65351.98,mouser_tim_data.csv
A18443-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,1.25",,,18 mm,18 mm,23220.6,mouser_tim_data.csv
A10832-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 910 18x18"" 2.2 W/mK TIM",2.2 W/m-K,,18 mm,18 mm,4830.8,mouser_tim_data.csv
A18444-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,4.25",,,9 mm,9 mm,15845.38,mouser_tim_data.csv
A18443-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,1.50",,,18 mm,18 mm,26704.28,mouser_tim_data.csv
A18443-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,3.25",,,18 mm,18 mm,51233.65,mouser_tim_data.csv
2705076,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 12 W/m-K, Highly Conformable, Soft, GAP PAD TGP 12000",12 W/m-K,,,,19728.48,mouser_tim_data.csv
A14415-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 670 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,3821.35,mouser_tim_data.csv
A10100-23,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 280 A0 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,22990.83,mouser_tim_data.csv
A18444-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,2.75",,,9 mm,9 mm,10876.78,mouser_tim_data.csv
A18443-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,2.50",,,18 mm,18 mm,40641.9,mouser_tim_data.csv
A18443-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,5.00",,,18 mm,18 mm,75939.5,mouser_tim_data.csv
A18444-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,3.75",,,9 mm,9 mm,14272.05,mouser_tim_data.csv
A18443-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,2.75",,,18 mm,18 mm,44171.4,mouser_tim_data.csv
A17156-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3140 18.00x18.00in,,,18.00 mm,18.00 mm,8144.18,mouser_tim_data.csv
A10945-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli220FG A0 SG 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,12352.6,mouser_tim_data.csv
TGF1450-00-60-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, Thermally Conductive, 400CC Kit, TGF1450",,,,,4128.15,mouser_tim_data.csv
A17536-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7180 18x18,,,18 mm,18 mm,29129.43,mouser_tim_data.csv
A17689-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD780 DC1 18x18,,,18 mm,18 mm,13075.73,mouser_tim_data.csv
A17751-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD93750 18x18,,,18 mm,18 mm,53567.48,mouser_tim_data.csv
A17689-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7120 DC1 18x18 IN,,,18 mm,18 mm,21599.18,mouser_tim_data.csv
A10105-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2130 A0 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,10193.3,mouser_tim_data.csv
A10263-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 215 FG A1 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,2472.6,mouser_tim_data.csv
A14950-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 530 DC1 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,1412.13,mouser_tim_data.csv
GF1100SF-00-240-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 400CC Kit, TGF1100SF/1100SF",,,,,7135.38,mouser_tim_data.csv
A18443-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,3.00",,,18 mm,18 mm,47701.23,mouser_tim_data.csv
GP3500ULM-G-0.040-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.040"" Thickness, 2 Side Tack",,,,,3617.58,mouser_tim_data.csv
A10100-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 280 A1 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,25007.45,mouser_tim_data.csv
A18444-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,3.25",,,9 mm,9 mm,12577.83,mouser_tim_data.csv
A18443-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,1.75",,,18 mm,18 mm,30176.9,mouser_tim_data.csv
A10097-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 250 A0 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,16695.58,mouser_tim_data.csv
A10103-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2110 A0 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,9026.55,mouser_tim_data.csv
A10105-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2130 A1 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,10322.65,mouser_tim_data.csv
A18443-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 18x18IN, Tflex HD7.5,4.00",,,18 mm,18 mm,61819.23,mouser_tim_data.csv
GP2202SF-0.060-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.060"" Thickness, 1 Side Tack",,,,,8417.5,mouser_tim_data.csv
GP2202SF-0.010-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.010"" Thickness, 1 Side Tack",,,,,5960.83,mouser_tim_data.csv
A17689-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7170 DC1 18x18 IN,,,18 mm,18 mm,29255.85,mouser_tim_data.csv
A17751-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD94750 18x18,,,18 mm,18 mm,66543.75,mouser_tim_data.csv
A17536-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7170 18x18,,,18 mm,18 mm,26596.38,mouser_tim_data.csv
A17689-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7160 DC1 18x18 IN,,,18 mm,18 mm,27835.28,mouser_tim_data.csv
A17536-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7120 18x18,,,18 mm,18 mm,19675.83,mouser_tim_data.csv
A15996-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7110,DC1 9.000x9.000IN,",,,9.000 mm,9.000 mm,8996.33,mouser_tim_data.csv
A17689-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7110 DC1 18x18 IN,,,18 mm,18 mm,20033.0,mouser_tim_data.csv
A17689-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7180 DC1 18x18 IN,,,18 mm,18 mm,31784.03,mouser_tim_data.csv
A17689-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7200 DC1 18x18 IN,,,18 mm,18 mm,39168.68,mouser_tim_data.csv
A12632-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX 6180,,,,,45534.45,mouser_tim_data.csv
A17156-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3170 18x18,,,18 mm,18 mm,10035.35,mouser_tim_data.csv
A17157-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3130 DC1 18x18,,,18 mm,18 mm,8347.63,mouser_tim_data.csv
A17536-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD730 18x18,,,18 mm,18 mm,4855.83,mouser_tim_data.csv
A17536-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD780 18x18,,,18 mm,18 mm,11950.9,mouser_tim_data.csv
A17157-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD390 DC1 18x18,,,18 mm,18 mm,5759.33,mouser_tim_data.csv
A17156-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3110 18x18,,,18 mm,18 mm,7099.95,mouser_tim_data.csv
A17536-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7110 18x18 in,,,18 mm,18 mm,18250.05,mouser_tim_data.csv
A17536-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD750 18x18,,,18 mm,18 mm,7245.55,mouser_tim_data.csv
A17751-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD92250 18x18,,,18 mm,18 mm,34146.45,mouser_tim_data.csv
A10241-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502 FG2 120 9"" x 9""",,,,,10318.1,mouser_tim_data.csv
A14414-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX 660,DC1 18X18IN",,,18 mm,18 mm,11519.95,mouser_tim_data.csv
A17747-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex P340 9.00x9.00 in,,,9.00 mm,9.00 mm,1963.98,mouser_tim_data.csv
SP1200-0.009-00-116,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Elastomeric Material, 0.009"" Thickness, Sil-Pad TSP1800/1200",,,,,17.88,mouser_tim_data.csv
A17174-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex P3110 18.00x18 .00in,",,,18.00 mm,18 mm,17630.6,mouser_tim_data.csv
A17747-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex P3150 9.00x9.0 0in,,,9.00 mm,9.0 mm,6139.58,mouser_tim_data.csv
