MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
2403290,Phoenix Contact,Thermal Interface Products,"Thermal Interface Products VL2 THERMAL PAD: 9MM 2.5"" SATA",,9 mm,,,3252.06
A18548-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.50,DC1 9x9IN,",,,9 mm,9 mm,6851.88
A18548-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.00,DC1 9x9IN,",,,9 mm,9 mm,15966.72
A18548-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.50,DC1 9x9IN,",,,9 mm,9 mm,17749.94
A18548-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.75,DC1 9x9IN,",,,9 mm,9 mm,18640.13
A18477-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD790,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,13882.05
A18477-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7170,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,28640.75
A18478-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7100,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,4048.7
A16367-23,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex SF623 DF 8.5"" x 9.0""",,,,,933.66
A17879-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD320MTG 17.5x18IN,",,,17.5 mm,18 mm,3496.19
A17879-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3190MTG 17.5x18IN,",,,17.5 mm,18 mm,19794.6
A17879-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3200MTG 17.5x18IN,",,,17.5 mm,18 mm,20768.9
A17879-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3170MTG 17.5x18IN,",,,17.5 mm,18 mm,17843.18
A16299-00,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Kit, Tgon 805,A0 30mm x 34mm",,30 mm,,,774.27
A16366-23,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex SF623 DF 17"" x 18""",,,,,3452.72
GP2202SF-0.040-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.040"" Thickness, 1 Side Tack",,,,,6704.78
A12625-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6110 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,5479.11
A12622-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 680 18x18"" 3.0W/mK gap filler",3.0 W/m-K,,18 mm,18 mm,15234.66
GP2202SF-0.010-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.010"" Thickness, 1 Side Tack",,,,,5777.42
A14419-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6110,DC1 18x18in,",,,18 mm,18 mm,19022.22
A14426-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6180,DC1 18x18in,",,,18 mm,18 mm,30674.39
A18376-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST,BSR-C, 4.00mm 305x305mm 2 side paper",,4.00 mm,305 mm,305 mm,29338.79
A15792-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6180 18x18in,",,,18 mm,18 mm,17643.47
A18477-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD760,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,9120.51
A18477-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7100,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,15877.26
A18477-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7110,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,19724.67
A18477-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7150,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,25712.19
A18477-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7190,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,37387.04
A18478-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7130,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,5649.21
A18500-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 212B,A0 17x17in",,,17 mm,17 mm,5519.75
A18547-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.00,DC1 18x18IN,",,,18 mm,18 mm,20994.44
A18547-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.75,DC1 18x18IN,",,,18 mm,18 mm,47093.45
A18547-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.50,DC1 18x18IN,",,,18 mm,18 mm,58389.98
A18547-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.25,DC1 18x18IN,",,,18 mm,18 mm,69674.22
A18548-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.50,DC1 9x9IN,",,,9 mm,9 mm,10667.16
A16872-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 403 Cartridge 600cc,Cartridge",,,,,10447.29
A17879-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3110MTG 17.5x18IN,",,,17.5 mm,18 mm,12147.35
GP2202SF-0.023-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.023"" Thickness, 1 Side Tack",,,,,6865.43
GP1000SF-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 8""x16"" Sheet, 0.100"" Thickness, TGP1100SF/1000SF",,,,,4545.77
A15397-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 500,A1 11.75IN,RL,30M,ACC",,,,,46551.02
A18478-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7110,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,4912.11
A18478-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7120,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,5281.61
A18547-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.25,DC1 18x18IN,",,,18 mm,18 mm,39572.82
A18547-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.50,DC1 18x18IN,",,,18 mm,18 mm,43330.77
A18547-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.75,DC1 18x18IN,",,,18 mm,18 mm,62146.04
A18547-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.75,DC1 18x18IN,",,,18 mm,18 mm,77203.04
A18548-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.00,DC1 9x9IN,",,,9 mm,9 mm,5057.33
A18548-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.75,DC1 9x9IN,",,,9 mm,9 mm,11574.68
A18548-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.00,DC1 9x9IN,",,,9 mm,9 mm,12479.36
A18477-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD730,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,4682.16
A18477-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD740,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,6253.38
A18477-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7200,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,39085.52
A15792-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6130 18x18in,",,,18 mm,18 mm,12591.5
A15792-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6200 18x18in,",,,18 mm,18 mm,19911.47
A16205-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR690,DC1 18x18in,",,,18 mm,18 mm,9832.1
SPA2000-0.020-00-1012,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 10""x12"" Sheet, 0.020"" Thickness, Sil-Pad TSPA3000/A2000, IDH 2189298",,,,,8956.4
A17682-040,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex UT21000 9 x 9,,,9 mm,9 mm,2128.46
GP2500S20-0.015-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.015"" Thickness, GAP PAD TGP2400/2500S20",,,,,2140.11
A15792-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6110 18x18in,",,,18 mm,18 mm,10677.24
A18376-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST, BSR-C, 3.00mm 305x305mm 2 side paper",,3.00 mm,305 mm,305 mm,22104.81
A14411-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX 630  DC1  18X18IN,,,18 mm,18 mm,6229.13
A14421-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6130,DC1 18x18in,",,,18 mm,18 mm,22138.2
A14424-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6160,DC1 18x18in",,,18 mm,18 mm,27280.26
A18547-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,5.00,DC1 18x18IN,",,,18 mm,18 mm,80963.82
A18548-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.25,DC1 9x9IN,",,,9 mm,9 mm,5917.28
A18548-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.00,DC1 9x9IN,",,,9 mm,9 mm,8560.76
A18548-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.50,DC1 9x9IN,",,,9 mm,9 mm,14181.62
A18477-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD720,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,3767.4
A18477-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7120,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,21265.65
A18478-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7170,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,7193.34
A18478-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7180,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,7757.51
A18478-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7190,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,9214.7
A14670-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6150 18x18in,",,,18 mm,18 mm,23484.83
2403289,Phoenix Contact,Thermal Interface Products,"Thermal Interface Products VL2 THERMAL PAD: 7MM 2.5"" SATA",,7 mm,,,3252.06
GPA3000-0.125-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Reinforced, 8""x16"" Sheet, 0.125"" Thickness, 1 Side Tack",,,,,8885.52
XPC100A003-01-B,Lantronix,Thermal Interface Products,Thermal Interface Products xPico Thermal Pad L2 5mm bulk pack,,5 mm,,,786.87
A15421-24,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 5000,A0 12"" x 30m",,,,,46574.33
A15792-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6120 18x18in,",,,18 mm,18 mm,11534.67
A16205-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR650,DC1 18x18in,",,,18 mm,18 mm,5845.77
A14413-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX 650,DC1 18X18IN",,,18 mm,18 mm,9447.17
A14417-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 690,DC1 18x18in,",,,18 mm,18 mm,15818.99
A14418-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6100,DC1 18.00x18.00IN,",,,18.00 mm,18.00 mm,17351.46
A14422-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6140,DC1 18x18in,",,,18 mm,18 mm,25450.43
A14425-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6170,DC1 18x18in,",,,18 mm,18 mm,28977.17
A14949-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 560,DC1 18x18in,",,,18 mm,18 mm,7817.67
A14692-37,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard K52,2,0505,A0 11.5 inch*65m",,,,,116522.28
A18376-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST, BSR-C, 1.50mm 305x305mm 2 side paper",,1.50 mm,305 mm,305 mm,11566.8
A18477-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD780,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,12215.07
A18477-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7180,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,30889.85
A18478-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD770,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,2700.18
A18478-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD780,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,3066.84
A18478-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7140,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,6087.69
A18547-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.25,DC1 18x18IN,",,,18 mm,18 mm,24705.14
A18547-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.50,DC1 18x18IN,",,,18 mm,18 mm,28411.11
A18547-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.00,DC1 18x18IN,",,,18 mm,18 mm,35811.72
A18547-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.25,DC1 18x18IN,",,,18 mm,18 mm,54622.58
A18548-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.75,DC1 9x9IN,",,,9 mm,9 mm,15074.33
A15037007,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TO-220 Insulator H0.125,T-gard 20-A0",,,,,16.7
A11809-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 905c 18x18"" 2.2 W/mK TIM",2.2 W/m-K,,18 mm,18 mm,3819.69
A15792-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6140 18x18in,",,,18 mm,18 mm,13379.0
A15792-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6150 18x18in,",,,18 mm,18 mm,14456.93
A15792-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6160 18x18in,",,,18 mm,18 mm,15039.68
A15792-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6170 18x18in,",,,18 mm,18 mm,16669.49
A17084-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 500,A0 12"" X 30m",,,,,33897.78
A14570-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex 5160 18x18in,,,18 mm,18 mm,18816.53
A18376-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST,BSR-C, 1.00mm 305x305mm 2 side paper",,1.00 mm,305 mm,305 mm,8119.13
A18501-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 212B,A1 17x17in",,,17 mm,17 mm,5870.03
A18547-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.75,DC1 18x18IN,",,,18 mm,18 mm,32104.8
A18548-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,1.75,DC1 9x9IN,",,,9 mm,9 mm,7709.31
A18548-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.25,DC1 9x9IN,",,,9 mm,9 mm,13384.04
A18548-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.25,DC1 9x9IN,",,,9 mm,9 mm,16859.12
A18477-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD750,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,7684.74
A18477-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7130,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,22803.48
A18477-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7140,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,24239.88
A18478-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD790,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,3510.36
A18478-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7200,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,9618.21
A18478-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7150,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,6457.82
A18478-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7160,PI  9.0x9.0in,",,,9.0 mm,9.0 mm,6825.74
A17690-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7200 DC1 9x9 IN,,,9 mm,9 mm,10171.04
2167530,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conformable, Ultra-Low Modulus, TGP3500ULM/3500ULM, L8INW16INH0.1",,,,,3700.94
EAPUS SARCON XR-Hl 16.5X7.5X2.0MM,ADLINK Technology,Thermal Interface Products,"Thermal Interface Products Pad,Type=XR-HL,Size=16.5x7.5x2.0mm,K=1.2W/mK,Color=Black",1.2 W/m-K,2.0 mm,16.5 mm,7.5 mm,92.5
EAPUS SARCON XR-Hl 20X10X2.5MM,ADLINK Technology,Thermal Interface Products,"Thermal Interface Products Pad,Type=XR-HL,Size=20x10x2.5mm,K=1.2W/mK,Color=Black",1.2 W/m-K,2.5 mm,20 mm,10 mm,92.5
SSRHP07,Schneider Electric,Relay Sockets & Fixings,Relay Sockets & Fixings HEAT SINK THERMAL RESISTANCE 0.7degC W,,,,,1216.85
EAPUS SARCON XR-Hl 12X14X3.0MM,ADLINK Technology,Thermal Interface Products,"Thermal Interface Products Pad,Type=XR-HL,Size=12x14x3.0mm,K=1.2W/mK,Color=Black",1.2 W/m-K,3.0 mm,12 mm,14 mm,92.5
a14949-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5100,DC1 18x18in",,,18 mm,18 mm,12307.05
A15995-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 730,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,12136.64
A15995-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7120,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,34142.54
A15995-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7160,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,47880.63
A16006-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7110 18.00x18.00in,",,,18.00 mm,18.00 mm,30325.37
A16006-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7120 18.00x18.00in,",,,18.00 mm,18.00 mm,32607.54
A16006-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7180 18.00x18.00in,",,,18.00 mm,18.00 mm,46113.48
A18197-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 5125 9x9in,,,9 mm,9 mm,429.35
A18197-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 5200 9x9in,,,9 mm,9 mm,485.42
EAPUS SARCON XR-Hl 35X11X2.5MM,ADLINK Technology,Thermal Interface Products,"Thermal Interface Products Pad,Type=XR-HL,Size=35x11x2.5mm,K=1.2W/mK,Color=Black",1.2 W/m-K,2.5 mm,35 mm,11 mm,92.5
A16006-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7140 18.00x18.00in,",,,18.00 mm,18.00 mm,37141.02
A15995-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 750,DC1 18.00x18.00in,",,,18.00 mm,18.00 mm,17153.64
